[17, 34, 0, 38, 29, 59, 51, 42, 21, 25, 46, 55, 12, 63, 8, 4, 50, 16, 54, 33, 11, 3, 58, 45, 41, 62, 7, 37, 15, 24, 20, 28, 32, 6, 49, 2, 19, 10, 61, 27, 14, 23, 53, 57, 40, 36, 44, 31, 22, 1, 18, 48, 26, 13, 43, 35, 39, 5, 9, 30, 52, 60, 47, 56]
[51, 34, 0, 38, 63, 25, 17, 42, 55, 59, 46, 21, 12, 29, 8, 4, 50, 16, 54, 3, 41, 33, 58, 15, 11, 62, 37, 7, 45, 24, 20, 28, 32, 6, 19, 2, 49, 10, 31, 57, 14, 53, 23, 27, 40, 36, 44, 61, 22, 35, 18, 48, 26, 47, 9, 1, 5, 39, 43, 30, 52, 60, 13, 56]
[17, 34, 51, 21, 12, 8, 0, 25, 4, 42, 63, 38, 46, 29, 59, 55, 50, 3, 37, 33, 24, 16, 41, 28, 58, 15, 54, 20, 45, 11, 7, 62, 19, 53, 49, 2, 32, 57, 44, 40, 31, 6, 36, 10, 27, 23, 14, 61, 5, 1, 18, 35, 9, 60, 56, 48, 22, 52, 26, 47, 39, 30, 13, 43]
[34, 17, 51, 55, 12, 8, 0, 25, 4, 42, 63, 38, 29, 46, 59, 21, 33, 3, 7, 50, 24, 16, 41, 28, 58, 15, 54, 20, 62, 11, 37, 45, 19, 23, 2, 49, 32, 57, 44, 40, 31, 6, 36, 10, 27, 53, 61, 14, 39, 18, 1, 35, 9, 60, 56, 48, 22, 52, 26, 47, 5, 13, 30, 43]
[34, 51, 17, 21, 12, 8, 0, 59, 4, 42, 29, 38, 63, 46, 25, 55, 3, 33, 37, 50, 24, 16, 11, 28, 58, 45, 54, 20, 62, 41, 7, 15, 49, 53, 2, 19, 32, 27, 44, 40, 61, 6, 36, 10, 57, 23, 31, 14, 5, 18, 35, 1, 43, 60, 56, 48, 22, 52, 26, 13, 39, 47, 30, 9]
[51, 34, 17, 55, 12, 8, 0, 59, 4, 42, 29, 38, 46, 63, 25, 21, 50, 33, 7, 3, 24, 16, 11, 28, 58, 45, 54, 20, 15, 41, 37, 62, 49, 23, 19, 2, 32, 27, 44, 40, 61, 6, 36, 10, 57, 53, 14, 31, 39, 35, 18, 1, 43, 60, 56, 48, 22, 52, 26, 13, 5, 30, 47, 9]
[34, 17, 51, 21, 46, 8, 0, 25, 38, 42, 29, 4, 63, 12, 59, 55, 33, 3, 37, 50, 24, 16, 41, 62, 58, 45, 20, 54, 28, 11, 7, 15, 19, 53, 2, 49, 32, 57, 14, 40, 61, 36, 6, 10, 27, 23, 31, 44, 5, 18, 1, 35, 9, 30, 56, 48, 52, 22, 26, 13, 39, 47, 60, 43]
[34, 51, 17, 55, 46, 8, 0, 59, 38, 42, 63, 4, 29, 12, 25, 21, 3, 33, 7, 50, 24, 16, 11, 62, 58, 15, 20, 54, 28, 41, 37, 45, 49, 23, 2, 19, 32, 27, 14, 40, 31, 36, 6, 10, 57, 53, 61, 44, 39, 18, 35, 1, 43, 30, 56, 48, 52, 22, 26, 47, 5, 13, 60, 9]
[0, 17, 34, 12, 55, 59, 51, 8, 63, 25, 38, 29, 21, 4, 42, 46, 33, 50, 28, 16, 11, 3, 24, 7, 41, 54, 45, 15, 20, 58, 62, 37, 2, 44, 32, 49, 19, 40, 23, 27, 6, 61, 31, 57, 10, 14, 53, 36, 60, 48, 1, 18, 56, 39, 43, 35, 13, 47, 9, 22, 30, 5, 52, 26]
[0, 51, 34, 12, 21, 25, 17, 8, 29, 59, 38, 63, 55, 4, 42, 46, 3, 50, 28, 16, 41, 33, 24, 37, 11, 54, 15, 45, 20, 58, 62, 7, 2, 44, 32, 19, 49, 40, 53, 57, 6, 31, 61, 27, 10, 14, 23, 36, 60, 48, 35, 18, 56, 5, 9, 1, 47, 13, 43, 22, 30, 39, 52, 26]
[0, 17, 51, 29, 4, 42, 34, 25, 12, 8, 21, 46, 55, 38, 59, 63, 33, 3, 45, 16, 58, 50, 41, 20, 24, 37, 62, 28, 54, 11, 15, 7, 19, 61, 32, 49, 2, 57, 36, 10, 53, 14, 44, 40, 27, 31, 23, 6, 13, 48, 1, 35, 9, 52, 26, 18, 30, 60, 56, 5, 47, 39, 22, 43]
[0, 51, 17, 63, 4, 42, 34, 59, 12, 8, 55, 46, 21, 38, 25, 29, 3, 33, 15, 16, 58, 50, 11, 20, 24, 7, 62, 28, 54, 41, 45, 37, 49, 31, 32, 19, 2, 27, 36, 10, 23, 14, 44, 40, 57, 61, 53, 6, 47, 48, 35, 1, 43, 52, 26, 18, 30, 60, 56, 39, 13, 5, 22, 9]
[0, 17, 51, 63, 38, 42, 34, 25, 46, 8, 55, 12, 21, 4, 59, 29, 33, 3, 15, 16, 58, 50, 41, 54, 24, 7, 28, 62, 20, 11, 45, 37, 19, 31, 32, 49, 2, 57, 6, 10, 23, 44, 14, 40, 27, 61, 53, 36, 47, 48, 1, 35, 9, 22, 26, 18, 60, 30, 56, 39, 13, 5, 52, 43]
[0, 51, 17, 29, 38, 42, 34, 59, 46, 8, 21, 12, 55, 4, 25, 63, 3, 33, 45, 16, 58, 50, 11, 54, 24, 37, 28, 62, 20, 41, 15, 7, 49, 61, 32, 19, 2, 27, 6, 10, 53, 44, 14, 40, 57, 31, 23, 36, 13, 48, 35, 1, 43, 22, 26, 18, 60, 30, 56, 5, 47, 39, 52, 9]
[17, 0, 34, 12, 21, 59, 51, 8, 29, 25, 4, 63, 38, 55, 42, 46, 16, 50, 28, 33, 11, 3, 24, 37, 41, 20, 15, 45, 7, 58, 62, 54, 2, 44, 49, 32, 19, 40, 53, 27, 36, 31, 61, 57, 10, 14, 6, 23, 60, 1, 48, 18, 56, 5, 43, 35, 47, 13, 9, 52, 30, 22, 39, 26]
[51, 0, 34, 12, 55, 25, 17, 8, 63, 59, 4, 29, 38, 21, 42, 46, 16, 50, 28, 3, 41, 33, 24, 7, 11, 20, 45, 15, 37, 58, 62, 54, 2, 44, 19, 32, 49, 40, 23, 57, 36, 61, 31, 27, 10, 14, 6, 53, 60, 35, 48, 18, 56, 39, 9, 1, 13, 47, 43, 52, 30, 22, 5, 26]
[17, 0, 34, 46, 55, 59, 51, 8, 63, 25, 38, 29, 4, 21, 42, 12, 16, 50, 62, 33, 11, 3, 24, 7, 41, 54, 45, 15, 37, 58, 28, 20, 2, 14, 49, 32, 19, 40, 23, 27, 6, 61, 31, 57, 10, 44, 36, 53, 30, 1, 48, 18, 56, 39, 43, 35, 13, 47, 9, 22, 60, 52, 5, 26]
[51, 0, 34, 46, 21, 25, 17, 8, 29, 59, 38, 63, 4, 55, 42, 12, 16, 50, 62, 3, 41, 33, 24, 37, 11, 54, 15, 45, 7, 58, 28, 20, 2, 14, 19, 32, 49, 40, 53, 57, 6, 31, 61, 27, 10, 44, 36, 23, 30, 35, 48, 18, 56, 5, 9, 1, 47, 13, 43, 22, 60, 52, 39, 26]
[17, 0, 51, 29, 38, 42, 34, 25, 46, 8, 55, 12, 4, 21, 59, 63, 16, 3, 45, 33, 58, 50, 41, 54, 24, 7, 28, 62, 37, 11, 15, 20, 19, 61, 49, 32, 2, 57, 6, 10, 23, 44, 14, 40, 27, 31, 36, 53, 13, 1, 48, 35, 9, 22, 26, 18, 60, 30, 56, 39, 47, 52, 5, 43]
[51, 0, 17, 63, 38, 42, 34, 59, 46, 8, 21, 12, 4, 55, 25, 29, 16, 33, 15, 3, 58, 50, 11, 54, 24, 37, 28, 62, 7, 41, 45, 20, 49, 31, 19, 32, 2, 27, 6, 10, 53, 44, 14, 40, 57, 61, 36, 23, 47, 35, 48, 1, 43, 22, 26, 18, 60, 30, 56, 5, 13, 52, 39, 9]
[17, 34, 0, 12, 55, 59, 51, 42, 63, 25, 4, 29, 38, 21, 8, 46, 50, 16, 28, 33, 11, 3, 58, 7, 41, 20, 45, 15, 37, 24, 62, 54, 32, 44, 49, 2, 19, 10, 23, 27, 36, 61, 31, 57, 40, 14, 6, 53, 60, 1, 18, 48, 26, 39, 43, 35, 13, 47, 9, 52, 30, 22, 5, 56]
[51, 34, 0, 12, 21, 25, 17, 42, 29, 59, 4, 63, 38, 55, 8, 46, 50, 16, 28, 3, 41, 33, 58, 37, 11, 20, 15, 45, 7, 24, 62, 54, 32, 44, 19, 2, 49, 10, 53, 57, 36, 31, 61, 27, 40, 14, 6, 23, 60, 35, 18, 48, 26, 5, 9, 1, 47, 13, 43, 52, 30, 22, 39, 56]
[34, 17, 0, 46, 55, 59, 51, 42, 63, 25, 4, 29, 21, 38, 8, 12, 33, 16, 62, 50, 11, 3, 58, 7, 41, 20, 45, 15, 54, 24, 28, 37, 32, 14, 2, 49, 19, 10, 23, 27, 36, 61, 31, 57, 40, 44, 53, 6, 30, 18, 1, 48, 26, 39, 43, 35, 13, 47, 9, 52, 60, 5, 22, 56]
[34, 51, 0, 46, 21, 25, 17, 42, 29, 59, 4, 63, 55, 38, 8, 12, 3, 16, 62, 50, 41, 33, 58, 37, 11, 20, 15, 45, 54, 24, 28, 7, 32, 14, 2, 19, 49, 10, 53, 57, 36, 31, 61, 27, 40, 44, 23, 6, 30, 18, 35, 48, 26, 5, 9, 1, 47, 13, 43, 52, 60, 39, 22, 56]
[17, 34, 0, 46, 21, 59, 51, 42, 29, 25, 38, 63, 4, 55, 8, 12, 50, 16, 62, 33, 11, 3, 58, 37, 41, 54, 15, 45, 7, 24, 28, 20, 32, 14, 49, 2, 19, 10, 53, 27, 6, 31, 61, 57, 40, 44, 36, 23, 30, 1, 18, 48, 26, 5, 43, 35, 47, 13, 9, 22, 60, 52, 39, 56]
[51, 34, 0, 46, 55, 25, 17, 42, 63, 59, 38, 29, 4, 21, 8, 12, 50, 16, 62, 3, 41, 33, 58, 7, 11, 54, 45, 15, 37, 24, 28, 20, 32, 14, 19, 2, 49, 10, 23, 57, 6, 61, 31, 27, 40, 44, 36, 53, 30, 35, 18, 48, 26, 39, 9, 1, 13, 47, 43, 22, 60, 52, 5, 56]
[17, 34, 51, 29, 4, 8, 0, 25, 12, 42, 55, 46, 38, 21, 59, 63, 50, 3, 45, 33, 24, 16, 41, 20, 58, 7, 62, 28, 37, 11, 15, 54, 19, 61, 49, 2, 32, 57, 36, 40, 23, 14, 44, 10, 27, 31, 6, 53, 13, 1, 18, 35, 9, 52, 56, 48, 30, 60, 26, 39, 47, 22, 5, 43]
[34, 17, 51, 63, 4, 8, 0, 25, 12, 42, 55, 46, 21, 38, 59, 29, 33, 3, 15, 50, 24, 16, 41, 20, 58, 7, 62, 28, 54, 11, 45, 37, 19, 31, 2, 49, 32, 57, 36, 40, 23, 14, 44, 10, 27, 61, 53, 6, 47, 18, 1, 35, 9, 52, 56, 48, 30, 60, 26, 39, 13, 5, 22, 43]
[34, 51, 17, 29, 4, 8, 0, 59, 12, 42, 21, 46, 55, 38, 25, 63, 3, 33, 45, 50, 24, 16, 11, 20, 58, 37, 62, 28, 54, 41, 15, 7, 49, 61, 2, 19, 32, 27, 36, 40, 53, 14, 44, 10, 57, 31, 23, 6, 13, 18, 35, 1, 43, 52, 56, 48, 30, 60, 26, 5, 47, 39, 22, 9]
[51, 34, 17, 63, 4, 8, 0, 59, 12, 42, 21, 46, 38, 55, 25, 29, 50, 33, 15, 3, 24, 16, 11, 20, 58, 37, 62, 28, 7, 41, 45, 54, 49, 31, 19, 2, 32, 27, 36, 40, 53, 14, 44, 10, 57, 61, 6, 23, 47, 35, 18, 1, 43, 52, 56, 48, 30, 60, 26, 5, 13, 22, 39, 9]
[34, 17, 51, 29, 38, 8, 0, 25, 46, 42, 21, 12, 55, 4, 59, 63, 33, 3, 45, 50, 24, 16, 41, 54, 58, 37, 28, 62, 20, 11, 15, 7, 19, 61, 2, 49, 32, 57, 6, 40, 53, 44, 14, 10, 27, 31, 23, 36, 13, 18, 1, 35, 9, 22, 56, 48, 60, 30, 26, 5, 47, 39, 52, 43]
[34, 51, 17, 63, 38, 8, 0, 59, 46, 42, 55, 12, 21, 4, 25, 29, 3, 33, 15, 50, 24, 16, 11, 54, 58, 7, 28, 62, 20, 41, 45, 37, 49, 31, 2, 19, 32, 27, 6, 40, 23, 44, 14, 10, 57, 61, 53, 36, 47, 18, 35, 1, 43, 22, 56, 48, 60, 30, 26, 39, 13, 5, 52, 9]
[0, 17, 51, 21, 55, 59, 63, 38, 8, 4, 29, 46, 34, 25, 12, 42, 33, 3, 37, 16, 11, 15, 54, 7, 20, 45, 62, 24, 41, 28, 58, 50, 19, 53, 32, 49, 31, 6, 23, 27, 61, 14, 40, 36, 44, 10, 2, 57, 5, 48, 1, 35, 22, 39, 43, 47, 30, 56, 52, 13, 26, 18, 9, 60]
[0, 51, 17, 55, 21, 25, 29, 38, 8, 4, 63, 46, 34, 59, 12, 42, 3, 33, 7, 16, 41, 45, 54, 37, 20, 15, 62, 24, 11, 28, 58, 50, 49, 23, 32, 19, 61, 6, 53, 57, 31, 14, 40, 36, 44, 10, 2, 27, 39, 48, 35, 1, 22, 5, 9, 13, 30, 56, 52, 47, 26, 18, 43, 60]
[17, 0, 34, 4, 38, 42, 46, 55, 25, 21, 12, 63, 51, 8, 29, 59, 16, 50, 20, 33, 58, 62, 7, 54, 37, 28, 15, 41, 24, 45, 11, 3, 2, 36, 49, 32, 14, 23, 6, 10, 44, 31, 57, 53, 61, 27, 19, 40, 52, 1, 48, 18, 39, 22, 26, 30, 47, 9, 5, 60, 43, 35, 56, 13]
[51, 0, 34, 4, 38, 42, 46, 21, 59, 55, 12, 29, 17, 8, 63, 25, 16, 50, 20, 3, 58, 62, 37, 54, 7, 28, 45, 11, 24, 15, 41, 33, 2, 36, 19, 32, 14, 53, 6, 10, 44, 61, 27, 23, 31, 57, 49, 40, 52, 35, 48, 18, 5, 22, 26, 30, 13, 43, 39, 60, 9, 1, 56, 47]
[17, 34, 0, 38, 4, 8, 12, 55, 25, 21, 46, 63, 51, 42, 29, 59, 50, 16, 54, 33, 24, 28, 7, 20, 37, 62, 15, 41, 58, 45, 11, 3, 32, 6, 49, 2, 44, 23, 36, 40, 14, 31, 57, 53, 61, 27, 19, 10, 22, 1, 18, 48, 39, 52, 56, 60, 47, 9, 5, 30, 43, 35, 26, 13]
[51, 34, 0, 38, 4, 8, 12, 21, 59, 55, 46, 29, 17, 42, 63, 25, 50, 16, 54, 3, 24, 28, 37, 20, 7, 62, 45, 11, 58, 15, 41, 33, 32, 6, 19, 2, 44, 53, 36, 40, 14, 61, 27, 23, 31, 57, 49, 10, 22, 35, 18, 48, 5, 52, 56, 60, 13, 43, 39, 30, 9, 1, 26, 47]
[34, 17, 51, 21, 55, 59, 63, 4, 42, 38, 29, 12, 0, 25, 46, 8, 33, 3, 37, 50, 11, 15, 20, 7, 54, 45, 28, 58, 41, 62, 24, 16, 19, 53, 2, 49, 31, 36, 23, 27, 61, 44, 10, 6, 14, 40, 32, 57, 5, 18, 1, 35, 52, 39, 43, 47, 60, 26, 22, 13, 56, 48, 9, 30]
[34, 51, 17, 55, 21, 25, 29, 4, 42, 38, 63, 12, 0, 59, 46, 8, 3, 33, 7, 50, 41, 45, 20, 37, 54, 15, 28, 58, 11, 62, 24, 16, 49, 23, 2, 19, 61, 36, 53, 57, 31, 44, 10, 6, 14, 40, 32, 27, 39, 18, 35, 1, 52, 5, 9, 13, 60, 26, 22, 47, 56, 48, 43, 30]
