[0, 17, 51, 55, 46, 34, 42, 25, 38, 12, 59, 4, 29, 8, 63, 21, 33, 3, 7, 16, 50, 58, 41, 62, 28, 11, 20, 54, 24, 15, 37, 45, 19, 23, 32, 49, 10, 57, 14, 2, 27, 36, 6, 44, 31, 53, 61, 40, 39, 48, 1, 35, 9, 30, 18, 26, 52, 22, 60, 43, 5, 13, 56, 47]
[0, 33, 19, 23, 62, 50, 58, 41, 54, 12, 27, 4, 45, 8, 31, 37, 49, 3, 7, 32, 18, 26, 57, 30, 44, 11, 36, 22, 40, 15, 53, 61, 35, 39, 48, 17, 10, 25, 14, 2, 43, 52, 6, 60, 47, 21, 29, 56, 55, 16, 1, 51, 9, 46, 34, 42, 20, 38, 28, 59, 5, 13, 24, 63]
[0, 49, 35, 39, 30, 18, 26, 57, 22, 12, 43, 4, 61, 8, 47, 53, 17, 3, 7, 48, 34, 42, 25, 46, 60, 11, 52, 38, 56, 15, 21, 29, 51, 55, 16, 33, 10, 41, 14, 2, 59, 20, 6, 28, 63, 37, 45, 24, 23, 32, 1, 19, 9, 62, 50, 58, 36, 54, 44, 27, 5, 13, 40, 31]
[0, 19, 49, 53, 46, 34, 42, 27, 38, 12, 57, 4, 31, 8, 61, 23, 35, 1, 5, 16, 50, 58, 43, 62, 28, 9, 20, 54, 24, 13, 39, 47, 17, 21, 32, 51, 10, 59, 14, 2, 25, 36, 6, 44, 29, 55, 63, 40, 37, 48, 3, 33, 11, 30, 18, 26, 52, 22, 60, 41, 7, 15, 56, 45]
[0, 35, 17, 21, 62, 50, 58, 43, 54, 12, 25, 4, 47, 8, 29, 39, 51, 1, 5, 32, 18, 26, 59, 30, 44, 9, 36, 22, 40, 13, 55, 63, 33, 37, 48, 19, 10, 27, 14, 2, 41, 52, 6, 60, 45, 23, 31, 56, 53, 16, 3, 49, 11, 46, 34, 42, 20, 38, 28, 57, 7, 15, 24, 61]
[0, 51, 33, 37, 30, 18, 26, 59, 22, 12, 41, 4, 63, 8, 45, 55, 19, 1, 5, 48, 34, 42, 27, 46, 60, 9, 52, 38, 56, 13, 23, 31, 49, 53, 16, 35, 10, 43, 14, 2, 57, 20, 6, 28, 61, 39, 47, 24, 21, 32, 3, 17, 11, 62, 50, 58, 36, 54, 44, 25, 7, 15, 40, 29]
[0, 17, 51, 55, 46, 34, 42, 25, 38, 12, 59, 4, 29, 8, 63, 21, 33, 3, 7, 16, 50, 58, 41, 62, 28, 11, 20, 54, 24, 15, 37, 45, 19, 23, 32, 49, 10, 57, 14, 2, 27, 36, 6, 44, 31, 53, 61, 40, 39, 48, 1, 35, 9, 30, 18, 26, 52, 22, 60, 43, 5, 13, 56, 47]
[0, 19, 49, 53, 46, 34, 42, 27, 38, 12, 57, 4, 31, 8, 61, 23, 35, 1, 5, 16, 50, 58, 43, 62, 28, 9, 20, 54, 24, 13, 39, 47, 17, 21, 32, 51, 10, 59, 14, 2, 25, 36, 6, 44, 29, 55, 63, 40, 37, 48, 3, 33, 11, 30, 18, 26, 52, 22, 60, 41, 7, 15, 56, 45]
[0, 33, 19, 23, 62, 50, 58, 41, 54, 12, 27, 4, 45, 8, 31, 37, 49, 3, 7, 32, 18, 26, 57, 30, 44, 11, 36, 22, 40, 15, 53, 61, 35, 39, 48, 17, 10, 25, 14, 2, 43, 52, 6, 60, 47, 21, 29, 56, 55, 16, 1, 51, 9, 46, 34, 42, 20, 38, 28, 59, 5, 13, 24, 63]
[0, 35, 17, 21, 62, 50, 58, 43, 54, 12, 25, 4, 47, 8, 29, 39, 51, 1, 5, 32, 18, 26, 59, 30, 44, 9, 36, 22, 40, 13, 55, 63, 33, 37, 48, 19, 10, 27, 14, 2, 41, 52, 6, 60, 45, 23, 31, 56, 53, 16, 3, 49, 11, 46, 34, 42, 20, 38, 28, 57, 7, 15, 24, 61]
