[0, 17, 51, 55, 46, 34, 42, 25, 38, 12, 59, 4, 29, 8, 63, 21, 33, 3, 7, 16, 50, 58, 41, 62, 28, 11, 20, 54, 24, 15, 37, 45, 19, 23, 32, 49, 10, 57, 14, 2, 27, 36, 6, 44, 31, 53, 61, 40, 39, 48, 1, 35, 9, 30, 18, 26, 52, 22, 60, 43, 5, 13, 56, 47]
[0, 33, 19, 23, 62, 50, 58, 41, 54, 12, 27, 4, 45, 8, 31, 37, 49, 3, 7, 32, 18, 26, 57, 30, 44, 11, 36, 22, 40, 15, 53, 61, 35, 39, 48, 17, 10, 25, 14, 2, 43, 52, 6, 60, 47, 21, 29, 56, 55, 16, 1, 51, 9, 46, 34, 42, 20, 38, 28, 59, 5, 13, 24, 63]
[0, 49, 35, 39, 30, 18, 26, 57, 22, 12, 43, 4, 61, 8, 47, 53, 17, 3, 7, 48, 34, 42, 25, 46, 60, 11, 52, 38, 56, 15, 21, 29, 51, 55, 16, 33, 10, 41, 14, 2, 59, 20, 6, 28, 63, 37, 45, 24, 23, 32, 1, 19, 9, 62, 50, 58, 36, 54, 44, 27, 5, 13, 40, 31]
[0, 19, 49, 53, 46, 34, 42, 27, 38, 12, 57, 4, 31, 8, 61, 23, 35, 1, 5, 16, 50, 58, 43, 62, 28, 9, 20, 54, 24, 13, 39, 47, 17, 21, 32, 51, 10, 59, 14, 2, 25, 36, 6, 44, 29, 55, 63, 40, 37, 48, 3, 33, 11, 30, 18, 26, 52, 22, 60, 41, 7, 15, 56, 45]
[0, 35, 17, 21, 62, 50, 58, 43, 54, 12, 25, 4, 47, 8, 29, 39, 51, 1, 5, 32, 18, 26, 59, 30, 44, 9, 36, 22, 40, 13, 55, 63, 33, 37, 48, 19, 10, 27, 14, 2, 41, 52, 6, 60, 45, 23, 31, 56, 53, 16, 3, 49, 11, 46, 34, 42, 20, 38, 28, 57, 7, 15, 24, 61]
[0, 51, 33, 37, 30, 18, 26, 59, 22, 12, 41, 4, 63, 8, 45, 55, 19, 1, 5, 48, 34, 42, 27, 46, 60, 9, 52, 38, 56, 13, 23, 31, 49, 53, 16, 35, 10, 43, 14, 2, 57, 20, 6, 28, 61, 39, 47, 24, 21, 32, 3, 17, 11, 62, 50, 58, 36, 54, 44, 25, 7, 15, 40, 29]
[0, 17, 51, 59, 38, 34, 46, 29, 42, 4, 63, 8, 21, 12, 55, 25, 33, 3, 11, 16, 50, 62, 45, 54, 20, 15, 24, 58, 28, 7, 41, 37, 19, 27, 32, 49, 14, 61, 6, 2, 31, 40, 10, 36, 23, 57, 53, 44, 43, 48, 1, 35, 13, 22, 18, 30, 56, 26, 52, 47, 9, 5, 60, 39]
[0, 33, 19, 27, 54, 50, 62, 45, 58, 4, 31, 8, 37, 12, 23, 41, 49, 3, 11, 32, 18, 30, 61, 22, 36, 15, 40, 26, 44, 7, 57, 53, 35, 43, 48, 17, 14, 29, 6, 2, 47, 56, 10, 52, 39, 25, 21, 60, 59, 16, 1, 51, 13, 38, 34, 46, 24, 42, 20, 63, 9, 5, 28, 55]
[0, 49, 35, 43, 22, 18, 30, 61, 26, 4, 47, 8, 53, 12, 39, 57, 17, 3, 11, 48, 34, 46, 29, 38, 52, 15, 56, 42, 60, 7, 25, 21, 51, 59, 16, 33, 14, 45, 6, 2, 63, 24, 10, 20, 55, 41, 37, 28, 27, 32, 1, 19, 13, 54, 50, 62, 40, 58, 36, 31, 9, 5, 44, 23]
[0, 19, 49, 57, 38, 34, 46, 31, 42, 4, 61, 8, 23, 12, 53, 27, 35, 1, 9, 16, 50, 62, 47, 54, 20, 13, 24, 58, 28, 5, 43, 39, 17, 25, 32, 51, 14, 63, 6, 2, 29, 40, 10, 36, 21, 59, 55, 44, 41, 48, 3, 33, 15, 22, 18, 30, 56, 26, 52, 45, 11, 7, 60, 37]
